TestSite,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20
SXM;255;2013,BRO;57;2007,BRO;57;2010,BRO;57;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,,,,,,,,,,,
SXM;281;2009,BRO;57;2007,BRO;57;2010,BRO;57;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,,,,,,,,,,,
SXM;281;2011,BRO;57;2007,BRO;57;2010,BRO;57;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,,,,,,,,,,,
SXM;281;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;57;2007,BRO;57;2010,BRO;57;2012,,,,,,,,,,,,,,
SXM;281;2013,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;57;2007,BRO;57;2010,BRO;57;2012,,,,,,,,,,,,,,
SXM;30;2013,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;57;2007,BRO;57;2010,BRO;57;2012,,,,,,,,,,,,,,
SXM;314;2005,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;57;2007,BRO;57;2010,BRO;57;2012,,,,,,,,,,,,,,
SXM;314;2009,BRO;243;2007,BRO;243;2010,BRO;243;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,SXM;30;2005,SXM;30;2009,SXM;30;2011,,,,,,
SXM;314;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,SXM;30;2005,SXM;30;2009,SXM;30;2011,,,,,,
SXM;314;2013,BRO;243;2007,BRO;243;2010,BRO;243;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,SXM;30;2005,SXM;30;2009,SXM;30;2011,,,,,,
SXM;347;2005,BRO;243;2007,BRO;243;2010,BRO;243;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,SXM;30;2005,SXM;30;2009,SXM;30;2011,,,,,,
SXM;347;2009,BRO;243;2007,BRO;243;2010,BRO;243;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,SXM;30;2005,SXM;30;2009,SXM;30;2011,,,,,,
SXM;347;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,SXM;30;2005,SXM;30;2009,SXM;30;2011,,,,,,
SXM;347;2013,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,BRO;196;2007,BRO;196;2010,BRO;196;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,JOS;34;2008,JOS;34;2010,,,,,,
SXM;349;2005,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,BRO;196;2007,BRO;196;2010,BRO;196;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,JOS;34;2008,JOS;34;2010,,,,,,
SXM;349;2007,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,BRO;196;2007,BRO;196;2010,BRO;196;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,JOS;34;2008,JOS;34;2010,,,,,,
SXM;349;2008,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,BRO;196;2007,BRO;196;2010,BRO;196;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,JOS;34;2008,JOS;34;2010,,,,,,
SXM;349;2009,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,SXM;107;2005,SXM;107;2009,SXM;107;2011,,,,,,,,,
SXM;349;2011,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,SXM;107;2005,SXM;107;2009,SXM;107;2011,,,,,,,,,
SXM;349;2013,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,SXM;107;2005,SXM;107;2009,SXM;107;2011,,,,,,,,,
SXM;378;2005,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,SXM;107;2005,SXM;107;2009,SXM;107;2011,,,,,,,,,
SXM;381;2005,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,SXM;30;2005,SXM;30;2009,SXM;30;2011,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,,,,,
SXM;381;2009,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,SXM;30;2005,SXM;30;2009,SXM;30;2011,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,,,,,
SXM;381;2011,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,SXM;30;2005,SXM;30;2009,SXM;30;2011,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,,,,,
SXM;381;2013,BRO;196;2007,BRO;196;2010,BRO;196;2012,BRO;10;2007,BRO;10;2010,BRO;10;2012,BRO;245;2007,BRO;245;2010,BRO;245;2012,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,,,,,,
SXM;38;2005,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;129;2007,BRO;129;2010,BRO;129;2012,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,BRO;243;2007,BRO;243;2010,BRO;243;2012,,,,,,,
SXM;38;2009,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,JOS;34;2008,JOS;34;2010,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;129;2007,BRO;129;2010,BRO;129;2012,,,,
SXM;38;2011,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,JOS;34;2008,JOS;34;2010,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;129;2007,BRO;129;2010,BRO;129;2012,,,,
SXM;38;2013,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,JOS;34;2008,JOS;34;2010,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;129;2007,BRO;129;2010,BRO;129;2012,,,,
SXM;40;2013,BRO;196;2007,BRO;196;2010,BRO;196;2012,BRO;10;2007,BRO;10;2010,BRO;10;2012,BRO;245;2007,BRO;245;2010,BRO;245;2012,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,,,,,,
SXM;431;2009,BRO;196;2007,BRO;196;2010,BRO;196;2012,BRO;10;2007,BRO;10;2010,BRO;10;2012,BRO;245;2007,BRO;245;2010,BRO;245;2012,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,,,,,,
SXM;431;2011,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,BRO;42;2007,BRO;42;2010,BRO;42;2012,BRO;196;2007,BRO;196;2010,BRO;196;2012,BRO;57;2007,BRO;57;2010,BRO;57;2012,SXM;30;2005,SXM;30;2009,SXM;30;2011
SXM;431;2013,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SXM;435;2009,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SXM;435;2011,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SXM;435;2013,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SXM;437;2009,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SXM;437;2011,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SXM;437;2013,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SXM;63;2013,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
TUK;3;2008,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
TUK;3;2010,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
TUK;3;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
TUK;3;2014,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
TUK;5;2008,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
TUK;5;2010,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
TUK;5;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
TUK;5;2014,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
WDG;2;2008,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
WDG;2;2010,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
WDG;2;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
WDG;2;2014,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
