TestSite,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20
GRN;27;2011,BRO;129;2007,BRO;129;2010,BRO;129;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,SXM;107;2005,SXM;107;2009,SXM;107;2011,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,BRO;243;2007,BRO;243;2010,BRO;243;2012,,,,
GRN;27;2013,BRO;129;2007,BRO;129;2010,BRO;129;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,SXM;107;2005,SXM;107;2009,SXM;107;2011,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,BRO;243;2007,BRO;243;2010,BRO;243;2012,,,,
GRN;28;2013,BRO;129;2007,BRO;129;2010,BRO;129;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,SXM;107;2005,SXM;107;2009,SXM;107;2011,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,BRO;243;2007,BRO;243;2010,BRO;243;2012,,,,
GRN;47;2006,GRN;28;2006,GRN;28;2009,GRN;28;2011,SXM;30;2005,SXM;30;2009,SXM;30;2011,SXM;216;2009,SXM;216;2011,,,,,,,,,,,,
GRN;47;2009,GRN;28;2006,GRN;28;2009,GRN;28;2011,SXM;30;2005,SXM;30;2009,SXM;30;2011,SXM;216;2009,SXM;216;2011,,,,,,,,,,,,
GRN;47;2011,GRN;28;2006,GRN;28;2009,GRN;28;2011,SXM;30;2005,SXM;30;2009,SXM;30;2011,SXM;216;2009,SXM;216;2011,,,,,,,,,,,,
GRN;47;2013,BRO;57;2007,BRO;57;2010,BRO;57;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,,,,,,,,,,,,,,
GRN;50;2006,BRO;57;2007,BRO;57;2010,BRO;57;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,,,,,,,,,,,,,,
GRN;50;2011,BRO;57;2007,BRO;57;2010,BRO;57;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,,,,,,,,,,,,,,
GRN;50;2013,BRO;57;2007,BRO;57;2010,BRO;57;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,,,,,,,,,,,,,,
GRN;65;2009,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;57;2007,BRO;57;2010,BRO;57;2012,BRO;172;2007,BRO;172;2010,BRO;172;2012,,,,,,,,,,,
GRN;65;2011,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;57;2007,BRO;57;2010,BRO;57;2012,BRO;172;2007,BRO;172;2010,BRO;172;2012,,,,,,,,,,,
GRN;65;2013,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;57;2007,BRO;57;2010,BRO;57;2012,BRO;172;2007,BRO;172;2010,BRO;172;2012,,,,,,,,,,,
GRN;66;2006,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,BRO;196;2007,BRO;196;2010,BRO;196;2012,SXM;30;2005,SXM;30;2009,SXM;30;2011,,,,,,,,,
GRN;66;2009,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,BRO;196;2007,BRO;196;2010,BRO;196;2012,SXM;30;2005,SXM;30;2009,SXM;30;2011,,,,,,,,,
GRN;66;2011,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,BRO;196;2007,BRO;196;2010,BRO;196;2012,SXM;30;2005,SXM;30;2009,SXM;30;2011,,,,,,,,,
GRN;66;2013,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,BRO;196;2007,BRO;196;2010,BRO;196;2012,SXM;30;2005,SXM;30;2009,SXM;30;2011,,,,,,,,,
GRN;7;2006,BRO;57;2007,BRO;57;2010,BRO;57;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,,,,,,,,,,,,,,
GRN;7;2009,BRO;57;2007,BRO;57;2010,BRO;57;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,,,,,,,,,,,,,,
GRN;7;2011,BRO;57;2007,BRO;57;2010,BRO;57;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,,,,,,,,,,,,,,
GRN;7;2013,BRO;57;2007,BRO;57;2010,BRO;57;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,,,,,,,,,,,,,,
GRN;73;2006,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
GRN;73;2009,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
GRN;73;2011,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
GRN;73;2013,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
JOS;1;2008,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
JOS;1;2010,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
JOS;1;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
JOS;1;2014,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
JOS;25;2014,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
JOS;34;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
MCR;13;2014,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
MCR;14;2008,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
MCR;14;2010,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
MCR;14;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
MCR;14;2014,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
MOR;2;2008,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
MOR;2;2010,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
MOR;2;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
MOR;2;2014,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
NDN;14;2008,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
NDN;3;2008,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
NDN;3;2010,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
NDN;3;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
NDN;3;2014,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
NDN;32;2008,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
NDN;32;2010,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
NDN;32;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
NDN;33;2008,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
NDN;33;2010,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
NDN;33;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
NDN;33;2014,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
ROS;6;2008,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
ROS;6;2010,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
ROS;6;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SHL;48;2007,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SHL;48;2008,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SHL;48;2010,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SHL;48;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SHL;48;2014,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SHL;50;2008,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SHL;50;2010,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SHL;50;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SHL;50;2014,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SHR;19;2008,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,JOS;25;2008,JOS;25;2010,JOS;25;2012,JOS;34;2008,JOS;34;2010,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,
SHR;19;2010,SXM;216;2009,SXM;216;2011,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,SXM;30;2005,SXM;30;2009,SXM;30;2011,,,,,,,,,,
SHR;19;2012,SXM;216;2009,SXM;216;2011,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,SXM;30;2005,SXM;30;2009,SXM;30;2011,,,,,,,,,,
SHR;19;2014,SXM;216;2009,SXM;216;2011,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,SXM;30;2005,SXM;30;2009,SXM;30;2011,,,,,,,,,,
SHR;20;2008,SXM;30;2005,SXM;30;2009,SXM;30;2011,BRO;10;2007,BRO;10;2010,BRO;10;2012,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,SXM;216;2009,SXM;216;2011,,,,,,,
SHR;20;2010,SXM;30;2005,SXM;30;2009,SXM;30;2011,BRO;10;2007,BRO;10;2010,BRO;10;2012,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,SXM;216;2009,SXM;216;2011,,,,,,,
SHR;20;2012,SXM;30;2005,SXM;30;2009,SXM;30;2011,BRO;10;2007,BRO;10;2010,BRO;10;2012,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,SXM;216;2009,SXM;216;2011,,,,,,,
SHR;20;2014,SXM;107;2005,SXM;107;2009,SXM;107;2011,BRO;245;2007,BRO;245;2010,BRO;245;2012,JOS;34;2008,JOS;34;2010,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,,,,,,,,
SXM;103;2009,SXM;151;2005,SXM;151;2009,SXM;151;2011,SXM;216;2009,SXM;216;2011,BRO;21;2007,BRO;21;2010,,,,,,,,,,,,,
SXM;103;2011,SXM;151;2005,SXM;151;2009,SXM;151;2011,SXM;216;2009,SXM;216;2011,BRO;21;2007,BRO;21;2010,,,,,,,,,,,,,
SXM;103;2013,SXM;151;2005,SXM;151;2009,SXM;151;2011,SXM;216;2009,SXM;216;2011,BRO;21;2007,BRO;21;2010,,,,,,,,,,,,,
SXM;105;2009,SXM;151;2005,SXM;151;2009,SXM;151;2011,SXM;216;2009,SXM;216;2011,BRO;21;2007,BRO;21;2010,,,,,,,,,,,,,
SXM;105;2011,SXM;30;2005,SXM;30;2009,SXM;30;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,,,,,,,,,
SXM;105;2013,SXM;30;2005,SXM;30;2009,SXM;30;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,,,,,,,,,
SXM;107;2013,SXM;30;2005,SXM;30;2009,SXM;30;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,,,,,,,,,
SXM;108;2005,SXM;30;2005,SXM;30;2009,SXM;30;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,SXM;63;2005,SXM;63;2007,SXM;63;2008,SXM;63;2009,SXM;63;2011,,,,,,,,,
SXM;108;2009,JOS;34;2008,JOS;34;2010,MCR;13;2008,MCR;13;2010,MCR;13;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,,,,,,,,,,,
SXM;108;2011,JOS;34;2008,JOS;34;2010,MCR;13;2008,MCR;13;2010,MCR;13;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,,,,,,,,,,,
SXM;108;2013,JOS;34;2008,JOS;34;2010,MCR;13;2008,MCR;13;2010,MCR;13;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,,,,,,,,,,,
SXM;113;2005,JOS;34;2008,JOS;34;2010,MCR;13;2008,MCR;13;2010,MCR;13;2012,SHL;49;2008,SHL;49;2010,SHL;49;2012,SHL;49;2014,,,,,,,,,,,
SXM;113;2009,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,,,,,,,,
SXM;113;2011,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,,,,,,,,
SXM;113;2013,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,,,,,,,,
SXM;131;2005,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,,,,,,,,,,
SXM;131;2009,SXM;151;2005,SXM;151;2009,SXM;151;2011,BRO;21;2007,BRO;21;2010,SXM;216;2009,SXM;216;2011,,,,,,,,,,,,,
SXM;131;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,BRO;245;2007,BRO;245;2010,BRO;245;2012,,,,,,,
SXM;131;2013,BRO;243;2007,BRO;243;2010,BRO;243;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,BRO;245;2007,BRO;245;2010,BRO;245;2012,,,,,,,
SXM;144;2005,BRO;243;2007,BRO;243;2010,BRO;243;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,BRO;245;2007,BRO;245;2010,BRO;245;2012,,,,,,,
SXM;144;2009,BRO;243;2007,BRO;243;2010,BRO;243;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;16;2007,BRO;16;2008,BRO;16;2010,BRO;16;2012,BRO;245;2007,BRO;245;2010,BRO;245;2012,,,,,,,
SXM;144;2011,SXM;151;2005,SXM;151;2009,SXM;151;2011,SXM;216;2009,SXM;216;2011,BRO;21;2007,BRO;21;2010,BRO;129;2007,BRO;129;2010,BRO;129;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,,,,,,
SXM;144;2013,SXM;151;2005,SXM;151;2009,SXM;151;2011,SXM;216;2009,SXM;216;2011,BRO;21;2007,BRO;21;2010,BRO;129;2007,BRO;129;2010,BRO;129;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,,,,,,
SXM;151;2013,SXM;151;2005,SXM;151;2009,SXM;151;2011,SXM;216;2009,SXM;216;2011,BRO;21;2007,BRO;21;2010,BRO;129;2007,BRO;129;2010,BRO;129;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,,,,,,
SXM;152;2005,SXM;151;2005,SXM;151;2009,SXM;151;2011,SXM;216;2009,SXM;216;2011,BRO;21;2007,BRO;21;2010,BRO;129;2007,BRO;129;2010,BRO;129;2012,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,,,,,,
SXM;152;2009,SXM;216;2009,SXM;216;2011,FOR;2;2007,FOR;2;2008,FOR;2;2010,FOR;2;2012,SXM;151;2005,SXM;151;2009,SXM;151;2011,BRO;21;2007,BRO;21;2010,,,,,,,,,
SXM;152;2011,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;129;2007,BRO;129;2010,BRO;129;2012,,,,,,,,,,,,,,
SXM;152;2013,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;129;2007,BRO;129;2010,BRO;129;2012,,,,,,,,,,,,,,
SXM;205;2007,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;129;2007,BRO;129;2010,BRO;129;2012,,,,,,,,,,,,,,
SXM;205;2008,BRO;129;2007,BRO;129;2010,BRO;129;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,,,,,,,,,,,,,,
SXM;205;2009,BRO;129;2007,BRO;129;2010,BRO;129;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,,,,,,,,,,,,,,
SXM;205;2013,BRO;129;2007,BRO;129;2010,BRO;129;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,,,,,,,,,,,,,,
SXM;216;2013,BRO;129;2007,BRO;129;2010,BRO;129;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,,,,,,,,,,,,,,
SXM;255;2009,SXM;30;2005,SXM;30;2009,SXM;30;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,,,,,,,,,,,
SXM;255;2011,BRO;57;2007,BRO;57;2010,BRO;57;2012,SXM;40;2005,SXM;40;2009,SXM;40;2011,BRO;243;2007,BRO;243;2010,BRO;243;2012,,,,,,,,,,,
